makeTransfer,28-05-2020 15:19:16,1
makeTransfer,28-05-2020 15:19:46,1
Seeking Conversion Rate,28-05-2020 15:19:46,1
makeTransfer,28-05-2020 15:19:52,1
Seeking Conversion Rate,28-05-2020 15:19:52,1
addAccount,28-05-2020 15:21:09,1
addAccount,28-05-2020 15:21:09,1
addAccount,28-05-2020 15:21:09,1
addAccount,28-05-2020 15:21:09,1
addAccount,28-05-2020 15:21:09,1
addClient,28-05-2020 15:21:09,1
addClient,28-05-2020 15:21:09,1
addClient,28-05-2020 15:21:09,1
makeTransfer,28-05-2020 15:21:09,1
Seeking Conversion Rate,28-05-2020 15:21:09,1
addAccount,28-05-2020 15:22:59,1
addAccount,28-05-2020 15:22:59,1
addAccount,28-05-2020 15:22:59,1
addAccount,28-05-2020 15:22:59,1
addAccount,28-05-2020 15:22:59,1
addClient,28-05-2020 15:22:59,1
addClient,28-05-2020 15:22:59,1
addClient,28-05-2020 15:22:59,1
makeTransfer,28-05-2020 15:22:59,1
Seeking Conversion Rate,28-05-2020 15:22:59,1
addAccount,28-05-2020 15:23:38,1
addAccount,28-05-2020 15:23:38,1
addAccount,28-05-2020 15:23:38,1
addAccount,28-05-2020 15:23:38,1
addAccount,28-05-2020 15:23:38,1
addClient,28-05-2020 15:23:38,1
addClient,28-05-2020 15:23:38,1
addClient,28-05-2020 15:23:38,1
makeTransfer,28-05-2020 15:23:38,1
Seeking Conversion Rate,28-05-2020 15:23:38,1
addAccount,28-05-2020 15:25:14,1
addAccount,28-05-2020 15:25:14,1
addAccount,28-05-2020 15:25:14,1
addAccount,28-05-2020 15:25:14,1
addAccount,28-05-2020 15:25:14,1
addClient,28-05-2020 15:25:14,1
addClient,28-05-2020 15:25:14,1
addClient,28-05-2020 15:25:14,1
makeTransfer,28-05-2020 15:25:14,1
Seeking Conversion Rate,28-05-2020 15:25:14,1
addAccount,28-05-2020 15:32:26,1
addAccount,28-05-2020 15:32:26,1
addAccount,28-05-2020 15:32:26,1
addAccount,28-05-2020 15:32:26,1
addAccount,28-05-2020 15:32:26,1
addClient,28-05-2020 15:32:26,1
addClient,28-05-2020 15:32:26,1
addClient,28-05-2020 15:32:26,1
makeTransfer,28-05-2020 15:32:26,1
Seeking Conversion Rate,28-05-2020 15:32:26,1
addAccount,28-05-2020 15:34:54,1
addAccount,28-05-2020 15:34:54,1
addAccount,28-05-2020 15:34:54,1
addAccount,28-05-2020 15:34:54,1
addAccount,28-05-2020 15:34:54,1
addClient,28-05-2020 15:34:54,1
addClient,28-05-2020 15:34:54,1
addClient,28-05-2020 15:34:54,1
makeTransfer,28-05-2020 15:34:54,1
Seeking Conversion Rate,28-05-2020 15:34:54,1
addAccount,28-05-2020 15:35:11,1
addAccount,28-05-2020 15:35:11,1
addAccount,28-05-2020 15:35:11,1
addAccount,28-05-2020 15:35:11,1
addAccount,28-05-2020 15:35:11,1
addClient,28-05-2020 15:35:11,1
addClient,28-05-2020 15:35:11,1
addClient,28-05-2020 15:35:11,1
makeTransfer,28-05-2020 15:35:11,1
Seeking Conversion Rate,28-05-2020 15:35:11,1
addClient,28-05-2020 15:35:11,1
addAccount,28-05-2020 15:35:43,1
addAccount,28-05-2020 15:35:44,1
addAccount,28-05-2020 15:35:44,1
addAccount,28-05-2020 15:35:44,1
addAccount,28-05-2020 15:35:44,1
addClient,28-05-2020 15:35:44,1
addClient,28-05-2020 15:35:44,1
addClient,28-05-2020 15:35:44,1
makeTransfer,28-05-2020 15:35:44,1
Seeking Conversion Rate,28-05-2020 15:35:44,1
addClient,28-05-2020 15:35:44,1
addAccount,28-05-2020 15:35:44,1
addAccount,28-05-2020 15:36:04,1
addAccount,28-05-2020 15:36:04,1
addAccount,28-05-2020 15:36:04,1
addAccount,28-05-2020 15:36:04,1
addAccount,28-05-2020 15:36:04,1
addAccount,28-05-2020 15:36:04,1
addClient,28-05-2020 15:36:04,1
addClient,28-05-2020 15:36:04,1
addClient,28-05-2020 15:36:04,1
makeTransfer,28-05-2020 15:36:04,1
Seeking Conversion Rate,28-05-2020 15:36:04,1
addClient,28-05-2020 15:36:04,1
addAccount,28-05-2020 15:36:04,1
addAccount,28-05-2020 15:36:11,1
addAccount,28-05-2020 15:36:11,1
addAccount,28-05-2020 15:36:11,1
addAccount,28-05-2020 15:36:11,1
addAccount,28-05-2020 15:36:11,1
addAccount,28-05-2020 15:36:11,1
addAccount,28-05-2020 15:36:11,1
addClient,28-05-2020 15:36:11,1
addClient,28-05-2020 15:36:11,1
addClient,28-05-2020 15:36:11,1
makeTransfer,28-05-2020 15:36:11,1
Seeking Conversion Rate,28-05-2020 15:36:11,1
addClient,28-05-2020 15:36:11,1
addAccount,28-05-2020 15:36:11,1
addAccount,28-05-2020 15:36:26,1
addAccount,28-05-2020 15:36:26,1
addAccount,28-05-2020 15:36:26,1
addAccount,28-05-2020 15:36:26,1
addAccount,28-05-2020 15:36:26,1
addAccount,28-05-2020 15:36:26,1
addAccount,28-05-2020 15:36:26,1
addAccount,28-05-2020 15:36:26,1
addClient,28-05-2020 15:36:26,1
addClient,28-05-2020 15:36:26,1
addClient,28-05-2020 15:36:26,1
makeTransfer,28-05-2020 15:36:26,1
Seeking Conversion Rate,28-05-2020 15:36:26,1
addClient,28-05-2020 15:36:26,1
addAccount,28-05-2020 15:36:26,1
addAccount,28-05-2020 15:36:36,1
addAccount,28-05-2020 15:36:36,1
addAccount,28-05-2020 15:36:36,1
addAccount,28-05-2020 15:36:36,1
addAccount,28-05-2020 15:36:36,1
addAccount,28-05-2020 15:36:36,1
addAccount,28-05-2020 15:36:36,1
addAccount,28-05-2020 15:36:36,1
addAccount,28-05-2020 15:36:36,1
addClient,28-05-2020 15:36:36,1
addClient,28-05-2020 15:36:36,1
addClient,28-05-2020 15:36:36,1
makeTransfer,28-05-2020 15:36:36,1
Seeking Conversion Rate,28-05-2020 15:36:36,1
addClient,28-05-2020 15:36:36,1
addAccount,28-05-2020 15:36:36,1
addAccount,28-05-2020 15:40:41,1
addAccount,28-05-2020 15:40:41,1
addAccount,28-05-2020 15:40:41,1
addAccount,28-05-2020 15:40:41,1
addAccount,28-05-2020 15:40:41,1
addAccount,28-05-2020 15:40:41,1
addAccount,28-05-2020 15:40:41,1
addAccount,28-05-2020 15:40:41,1
addAccount,28-05-2020 15:40:41,1
addAccount,28-05-2020 15:40:41,1
addClient,28-05-2020 15:40:41,1
addClient,28-05-2020 15:40:41,1
addClient,28-05-2020 15:40:41,1
makeTransfer,28-05-2020 15:40:41,1
Seeking Conversion Rate,28-05-2020 15:40:41,1
addClient,28-05-2020 15:40:41,1
addAccount,28-05-2020 15:40:41,1
addAccount,28-05-2020 15:43:34,1
addAccount,28-05-2020 15:43:34,1
addAccount,28-05-2020 15:43:34,1
addAccount,28-05-2020 15:43:34,1
addAccount,28-05-2020 15:43:34,1
addAccount,28-05-2020 15:43:34,1
addAccount,28-05-2020 15:43:34,1
addAccount,28-05-2020 15:43:34,1
addAccount,28-05-2020 15:43:34,1
addAccount,28-05-2020 15:43:34,1
addAccount,28-05-2020 15:43:34,1
addClient,28-05-2020 15:43:34,1
addClient,28-05-2020 15:43:34,1
addClient,28-05-2020 15:43:34,1
makeTransfer,28-05-2020 15:43:34,1
Seeking Conversion Rate,28-05-2020 15:43:34,1
addClient,28-05-2020 15:43:34,1
addAccount,28-05-2020 15:43:34,1
addAccount,28-05-2020 15:44:38,1
addAccount,28-05-2020 15:44:38,1
addAccount,28-05-2020 15:44:38,1
addAccount,28-05-2020 15:44:38,1
addAccount,28-05-2020 15:44:38,1
addAccount,28-05-2020 15:44:38,1
addAccount,28-05-2020 15:44:38,1
addAccount,28-05-2020 15:44:38,1
addAccount,28-05-2020 15:44:38,1
addAccount,28-05-2020 15:44:38,1
addAccount,28-05-2020 15:44:38,1
addAccount,28-05-2020 15:44:38,1
addClient,28-05-2020 15:44:38,1
addClient,28-05-2020 15:44:38,1
addClient,28-05-2020 15:44:38,1
makeTransfer,28-05-2020 15:44:38,1
Seeking Conversion Rate,28-05-2020 15:44:38,1
addClient,28-05-2020 15:44:38,1
addAccount,28-05-2020 15:44:38,1
addAccount,28-05-2020 15:46:02,1
addAccount,28-05-2020 15:46:02,1
addAccount,28-05-2020 15:46:02,1
addAccount,28-05-2020 15:46:02,1
addAccount,28-05-2020 15:46:02,1
addAccount,28-05-2020 15:46:02,1
addAccount,28-05-2020 15:46:02,1
addAccount,28-05-2020 15:46:02,1
addAccount,28-05-2020 15:46:02,1
addAccount,28-05-2020 15:46:02,1
addAccount,28-05-2020 15:46:02,1
addAccount,28-05-2020 15:46:02,1
addAccount,28-05-2020 15:46:02,1
addClient,28-05-2020 15:46:02,1
addClient,28-05-2020 15:46:02,1
addClient,28-05-2020 15:46:02,1
makeTransfer,28-05-2020 15:46:02,1
addClient,28-05-2020 15:46:02,1
addAccount,28-05-2020 15:46:02,1
addAccount,28-05-2020 15:46:06,1
addAccount,28-05-2020 15:46:06,1
addAccount,28-05-2020 15:46:06,1
addAccount,28-05-2020 15:46:06,1
addAccount,28-05-2020 15:46:06,1
addAccount,28-05-2020 15:46:06,1
addAccount,28-05-2020 15:46:06,1
addAccount,28-05-2020 15:46:06,1
addAccount,28-05-2020 15:46:06,1
addAccount,28-05-2020 15:46:06,1
addAccount,28-05-2020 15:46:06,1
addAccount,28-05-2020 15:46:06,1
addAccount,28-05-2020 15:46:06,1
addAccount,28-05-2020 15:46:06,1
addClient,28-05-2020 15:46:06,1
addClient,28-05-2020 15:46:06,1
